f1_bert,f1_tfidf,bert_tfidf,bert_without_ner,bert_noweight,bert_docstfidf,bert_weight20,bert_weight200
0.4761904761904761,0.4285714285714285,0.3333333333333333,0.3809523809523809,0.3015873015873015,0.3333333333333333,0.4603174603174603,0.42857142857142855
0.5079365079365079,0.5396825396825397,0.4603174603174603,0.492063492063492,0.3492063492063492,0.4444444444444444,0.492063492063492,0.47619047619047616
0.5396825396825397,0.6349206349206349,0.492063492063492,0.5238095238095238,0.4126984126984127,0.4603174603174603,0.5555555555555556,0.5714285714285714
0.6031746031746031,0.6984126984126984,0.5555555555555556,0.5873015873015873,0.4761904761904761,0.5238095238095238,0.6190476190476191,0.5873015873015873
0.6190476190476191,0.7777777777777778,0.5555555555555556,0.5873015873015873,0.5238095238095238,0.5555555555555556,0.6349206349206349,0.6190476190476191
0.6507936507936508,0.7777777777777778,0.6031746031746031,0.6190476190476191,0.5555555555555556,0.5555555555555556,0.6825396825396826,0.6666666666666666
0.6825396825396826,0.8095238095238095,0.6349206349206349,0.6507936507936508,0.5555555555555556,0.5555555555555556,0.6825396825396826,0.6984126984126984
0.7301587301587301,0.8095238095238095,0.6349206349206349,0.6507936507936508,0.6031746031746031,0.5873015873015873,0.6984126984126984,0.7301587301587301
0.746031746031746,0.8095238095238095,0.6349206349206349,0.6507936507936508,0.6031746031746031,0.6031746031746031,0.7142857142857143,0.7301587301587301
0.7619047619047619,0.8095238095238095,0.6507936507936508,0.6825396825396826,0.6349206349206349,0.6507936507936508,0.7777777777777778,0.746031746031746
0.7777777777777778,0.8095238095238095,0.6507936507936508,0.6825396825396826,0.6507936507936508,0.6507936507936508,0.7936507936507936,0.7619047619047619
0.7777777777777778,0.8253968253968254,0.6507936507936508,0.6825396825396826,0.6507936507936508,0.6507936507936508,0.7936507936507936,0.8095238095238095
0.8095238095238095,0.8253968253968254,0.6666666666666666,0.6984126984126984,0.6666666666666666,0.6825396825396826,0.8253968253968254,0.8253968253968254
0.8095238095238095,0.8253968253968254,0.6984126984126984,0.7301587301587301,0.6666666666666666,0.6984126984126984,0.8253968253968254,0.8571428571428571
0.8095238095238095,0.8253968253968254,0.746031746031746,0.7301587301587301,0.6666666666666666,0.7142857142857143,0.8412698412698413,0.8730158730158731
0.8095238095238095,0.8253968253968254,0.7619047619047619,0.7301587301587301,0.6666666666666666,0.7301587301587301,0.8412698412698413,0.8730158730158731
0.8253968253968254,0.8253968253968254,0.7619047619047619,0.7301587301587301,0.6825396825396826,0.7619047619047619,0.8571428571428571,0.8730158730158731
0.8253968253968254,0.8253968253968254,0.7619047619047619,0.746031746031746,0.6825396825396826,0.7619047619047619,0.8571428571428571,0.8888888888888888
0.8253968253968254,0.8253968253968254,0.7777777777777778,0.7619047619047619,0.6984126984126984,0.7619047619047619,0.8571428571428571,0.9047619047619048
0.8253968253968254,0.8412698412698413,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.7777777777777778,0.8571428571428571,0.9047619047619048
0.8253968253968254,0.8412698412698413,0.7936507936507936,0.7777777777777778,0.7142857142857143,0.8095238095238095,0.8571428571428571,0.9047619047619048
0.8412698412698413,0.8412698412698413,0.7936507936507936,0.7936507936507936,0.7142857142857143,0.8095238095238095,0.8571428571428571,0.9047619047619048
0.8571428571428571,0.8571428571428571,0.7936507936507936,0.7936507936507936,0.7142857142857143,0.8095238095238095,0.8730158730158731,0.9047619047619048
0.8571428571428571,0.8730158730158731,0.7936507936507936,0.7936507936507936,0.7301587301587301,0.8095238095238095,0.8730158730158731,0.9047619047619048
0.8571428571428571,0.8888888888888888,0.7936507936507936,0.8095238095238095,0.7301587301587301,0.8095238095238095,0.8730158730158731,0.9047619047619048
0.8571428571428571,0.8888888888888888,0.7936507936507936,0.8095238095238095,0.7619047619047619,0.8095238095238095,0.8730158730158731,0.9047619047619048
0.8571428571428571,0.8888888888888888,0.7936507936507936,0.8095238095238095,0.7619047619047619,0.8095238095238095,0.8730158730158731,0.9047619047619048
0.8571428571428571,0.8888888888888888,0.7936507936507936,0.8095238095238095,0.7619047619047619,0.8095238095238095,0.8730158730158731,0.9047619047619048
0.8571428571428571,0.8888888888888888,0.8095238095238095,0.8095238095238095,0.7619047619047619,0.8095238095238095,0.8730158730158731,0.9047619047619048
0.8571428571428571,0.8888888888888888,0.8095238095238095,0.8095238095238095,0.7619047619047619,0.8253968253968254,0.8730158730158731,0.9047619047619048
